,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
10,896047527,20190101,201901,2019,2019.0027,GBR,BRITISH,GBR,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,1821,182,18,4,-9.0,8,1,8,-3.75985445724681,4,"Aylesbury, Buckinghamshire, United Kingdom",UK,UKB9,51.8167,-0.8,-2588872,4,"Ben Gurion, HaMerkaz, Israel",IS,IS02,32.0114,34.8867,149507,4,"Ben Gurion, HaMerkaz, Israel",IS,IS02,32.0114,34.8867,149507,20200101,https://www.dailymail.co.uk/debate/article-7841551/SARAH-VINE-Gang-sex-terrifying-culture-abuse-corroded-minds-young-men.html
11,896047528,20190101,201901,2019,2019.0027,JPN,SAGA,JPN,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,831,83,8,2,5.0,3,1,3,-0.9933774834437109,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20200101,https://www.theartsdesk.com/tv/trial-christine-keeler-bbc-one-review-famous-sex-scandal-makes-uneven-drama
12,896047529,20190101,201901,2019,2019.0027,RUS,RUSSIA,RUS,,,,,,,,RUSGOV,RUSSIA,RUS,,,,,GOV,,,1,831,83,8,2,5.0,4,1,4,-0.9933774834437109,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20200101,https://www.theartsdesk.com/tv/trial-christine-keeler-bbc-one-review-famous-sex-scandal-makes-uneven-drama
13,896047530,20190101,201901,2019,2019.0027,RUSGOV,RUSSIA,RUS,,,,,GOV,,,GOV,SECRETARY OF STATE,,,,,,GOV,,,1,100,100,10,3,-5.0,4,1,4,-0.9933774834437109,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20200101,https://www.theartsdesk.com/tv/trial-christine-keeler-bbc-one-review-famous-sex-scandal-makes-uneven-drama
14,896047531,20190101,201901,2019,2019.0027,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,43,43,4,1,2.8,2,1,2,0.0,3,"Louisville, Kentucky, United States",US,USKY,38.2542,-85.7594,509453,0,,,,,,,2,"Kentucky, United States",US,USKY,37.669000000000004,-84.6514,KY,20200101,https://www.whas11.com/article/news/local/man-convicted-of-2014-murder-says-he-should-have-been-pardoned-by-bevin/417-57acce42-8ad3-4274-9a7f-b556334c8e64
15,896047532,20190101,201901,2019,2019.0027,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,80,80,8,2,5.0,49,3,49,0.688601088392109,3,"Westchester, New York, United States",US,USNY,40.8472,-73.8553,970901,0,,,,,,,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20200101,https://www.goldcoastbulletin.com.au/shocking-new-years-eve-truth-were-all-wearing-diapers/news-story/adf96b5919ca01fbbe6e598d81144634?nk=c7c4bbb53bc3256e0e5c7a7cfa074225-1577836038
16,896047533,20191202,201912,2019,2019.9096,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,1,84,84,8,2,7.0,100,10,100,-0.072727272727274,3,"Syracuse, New York, United States",US,USNY,43.0481,-76.1474,966966,0,,,,,,,3,"Syracuse, New York, United States",US,USNY,43.0481,-76.1474,966966,20200101,https://www.wcjb.com/content/news/New-saliva-test-may-detect-autism-earlier--566602931.html
17,896047534,20191202,201912,2019,2019.9096,OPP,PROTESTER,,,,,,OPP,,,IRNGOV,IRAN,IRN,,,,,GOV,,,0,180,180,18,4,-9.0,28,9,28,-6.27636851226398,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Najaf, Az¯arbayjan-e Sharqi, Iran",IR,IR33,39.0815,47.396,-3816702,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20200101,https://www.wbur.org/npr/792579958/mob-angered-by-airstrikes-tries-to-storm-u-s-embassy-compound-in-baghdad
18,896047535,20191202,201912,2019,2019.9096,OPP,PROTESTER,,,,,,OPP,,,IRNGOV,IRAN,IRN,,,,,GOV,,,0,180,180,18,4,-9.0,54,9,54,-6.27636851226398,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Najaf, Az¯arbayjan-e Sharqi, Iran",IR,IR33,39.0815,47.396,-3816702,4,"Najaf, Az¯arbayjan-e Sharqi, Iran",IR,IR33,39.0815,47.396,-3816702,20200101,https://www.wbur.org/npr/792579958/mob-angered-by-airstrikes-tries-to-storm-u-s-embassy-compound-in-baghdad
19,896047536,20191225,201912,2019,2019.9726,,,,,,,,,,,JUD,DISTRICT COURT,,,,,,JUD,,,1,43,43,4,1,2.8,6,3,6,-1.3818474187337,0,,,,,,,3,"Ramsey County, Minnesota, United States",US,USMN,45.0333,-93.0835,659507,3,"Falcon Heights, Minnesota, United States",US,USMN,44.9916,-93.1663,643548,20200101,https://www.agweek.com/lifestyle/health/4695817-family-sues-minnesota-state-fair-after-boy-contracts-e-coli-develops
20,896047537,20191225,201912,2019,2019.9726,JUD,DISTRICT COURT,,,,,,JUD,,,,,,,,,,,,,1,42,42,4,1,1.9,3,3,3,-1.3818474187337,3,"Ramsey County, Minnesota, United States",US,USMN,45.0333,-93.0835,659507,0,,,,,,,3,"Falcon Heights, Minnesota, United States",US,USMN,44.9916,-93.1663,643548,20200101,https://www.agweek.com/lifestyle/health/4695817-family-sues-minnesota-state-fair-after-boy-contracts-e-coli-develops
21,896047538,20191225,201912,2019,2019.9726,JUD,DISTRICT COURT,,,,,,JUD,,,,,,,,,,,,,1,42,42,4,1,1.9,3,3,3,-1.3818474187337,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,0,,,,,,,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,20200101,https://www.agweek.com/lifestyle/health/4695817-family-sues-minnesota-state-fair-after-boy-contracts-e-coli-develops
22,896047539,20191225,201912,2019,2019.9726,MIL,MILITARY,,,,,,MIL,,,UAF,MILITIA,,,,,,UAF,,,1,112,112,11,3,-2.0,62,33,62,-7.651596363678499,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20200101,https://www.eveningtribune.com/zz/news/20191231/protesters-attack-us-embassy-in-baghdad-after-airstrikes
23,896047540,20191225,201912,2019,2019.9726,MIL,MILITARY,,,,,,MIL,,,UAF,MILITIA,,,,,,UAF,,,1,112,112,11,3,-2.0,92,53,92,-4.983722557550361,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,1,Iran,IR,IR,32.0,53.0,IR,1,Iran,IR,IR,32.0,53.0,IR,20200101,https://trib.com/news/world/protesters-attack-us-embassy-in-baghdad-after-airstrikes/article_95338400-1ded-549b-841d-eeeed4bd141b.html
24,896047541,20191225,201912,2019,2019.9726,MIL,MILITARY,,,,,,MIL,,,USA,AMERICAN,USA,,,,,,,,1,190,190,19,4,-10.0,94,51,94,-4.76920759383153,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Palm Beach, Florida, United States",US,USFL,26.7056,-80.0364,288390,3,"Palm Beach, Florida, United States",US,USFL,26.7056,-80.0364,288390,20200101,https://trib.com/news/world/protesters-attack-us-embassy-in-baghdad-after-airstrikes/article_95338400-1ded-549b-841d-eeeed4bd141b.html
25,896047542,20191225,201912,2019,2019.9726,MIL,MILITARY,,,,,,MIL,,,USA,AMERICAN,USA,,,,,,,,0,190,190,19,4,-10.0,17,9,17,-6.86565479321591,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20200101,https://www.eveningtribune.com/zz/news/20191231/protesters-attack-us-embassy-in-baghdad-after-airstrikes
26,896047543,20191225,201912,2019,2019.9726,USA,LOUISIANA,USA,,,,,,,,,,,,,,,,,,0,61,61,6,2,6.4,10,1,10,0.47770700636942,2,"Louisiana, United States",US,USLA,31.1801,-91.8749,LA,0,,,,,,,2,"Louisiana, United States",US,USLA,31.1801,-91.8749,LA,20200101,https://www.americanpress.com/news/state/editorial-roundup-louisiana/article_3c3eb5de-5e70-559b-834e-c6fc30d3049b.html
27,896047544,20191225,201912,2019,2019.9726,USA,UNITED STATES,USA,,,,,,,,USAJUD,UNITED STATES,USA,,,,,JUD,,,1,43,43,4,1,2.8,18,3,18,-1.3818474187337,3,"Hennepin County, Minnesota, United States",US,USMN,45.0166,-93.4502,659472,3,"Ramsey County, Minnesota, United States",US,USMN,45.0333,-93.0835,659507,3,"Falcon Heights, Minnesota, United States",US,USMN,44.9916,-93.1663,643548,20200101,https://www.agweek.com/lifestyle/health/4695817-family-sues-minnesota-state-fair-after-boy-contracts-e-coli-develops
28,896047545,20191225,201912,2019,2019.9726,USAJUD,UNITED STATES,USA,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,42,42,4,1,1.9,6,3,6,-1.3818474187337,3,"Ramsey County, Minnesota, United States",US,USMN,45.0333,-93.0835,659507,3,"Hennepin County, Minnesota, United States",US,USMN,45.0166,-93.4502,659472,3,"Falcon Heights, Minnesota, United States",US,USMN,44.9916,-93.1663,643548,20200101,https://www.agweek.com/lifestyle/health/4695817-family-sues-minnesota-state-fair-after-boy-contracts-e-coli-develops
29,896047546,20191225,201912,2019,2019.9726,USAJUD,UNITED STATES,USA,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,42,42,4,1,1.9,12,3,12,-1.3818474187337,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,20200101,https://www.agweek.com/lifestyle/health/4695817-family-sues-minnesota-state-fair-after-boy-contracts-e-coli-develops
30,896047547,20191231,201912,2019,2019.989,CHE,SWITZERLAND,CHE,,,,,,,,LKA,SRI LANKA,LKA,,,,,,,,1,110,110,11,3,-2.0,2,1,2,2.0533880903490798,1,Switzerland,SZ,SZ,47.0,8.0,SZ,4,"Colombo, Western, Sri Lanka",CE,CE36,6.931939999999999,79.8478,-2214877,4,"Colombo, Western, Sri Lanka",CE,CE36,6.931939999999999,79.8478,-2214877,20200101,http://www.lankaweb.com/news/items/2019/12/31/switzerland-regrets-sls-commitment-to-due-process-being-questioned/comment-page-1/
31,896047548,20191231,201912,2019,2019.989,CHE,SWITZERLAND,CHE,,,,,,,,LKAGOV,SRI LANKA,LKA,,,,,GOV,,,1,55,55,5,1,7.0,2,1,2,2.0533880903490798,4,"Colombo, Western, Sri Lanka",CE,CE36,6.931939999999999,79.8478,-2214877,4,"Colombo, Western, Sri Lanka",CE,CE36,6.931939999999999,79.8478,-2214877,4,"Colombo, Western, Sri Lanka",CE,CE36,6.931939999999999,79.8478,-2214877,20200101,http://www.lankaweb.com/news/items/2019/12/31/switzerland-regrets-sls-commitment-to-due-process-being-questioned/comment-page-1/
32,896047549,20191231,201912,2019,2019.989,GOV,THE PM,,,,,,GOV,,,,,,,,,,,,,0,12,12,1,1,-0.4,10,3,10,-5.027590435315751,4,"Jingellic, New South Wales, Australia",AS,AS02,-35.9333,147.683,-1580249,0,,,,,,,4,"Nowra, New South Wales, Australia",AS,AS02,-34.8842,150.6,-1592371,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
33,896047550,20191231,201912,2019,2019.989,GOV,THE PM,,,,,,GOV,,,,,,,,,,,,,0,12,12,1,1,-0.4,96,4,96,-4.8595316762335194,4,"Nowra, New South Wales, Australia",AS,AS02,-34.8842,150.6,-1592371,0,,,,,,,4,"Nowra, New South Wales, Australia",AS,AS02,-34.8842,150.6,-1592371,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
34,896047551,20191231,201912,2019,2019.989,LKAJUD,COLOMBO,LKA,,,,,JUD,,,,,,,,,,,,,1,172,172,17,4,-5.0,6,1,6,-8.51063829787234,4,"Colombo, Western, Sri Lanka",CE,CE36,6.931939999999999,79.8478,-2214877,0,,,,,,,4,"Colombo, Western, Sri Lanka",CE,CE36,6.931939999999999,79.8478,-2214877,20200101,http://www.lankaweb.com/news/items/2019/12/31/former-spc-chairman-remanded/
35,896047552,19200101,192001,1920,1920.0027,,,,,,,,,,,ABR010,FREEMASON,,,,,,,,,1,112,112,11,3,-2.0,10,1,10,0.0,0,,,,,,,0,,,,,,,0,,,,,,,20200101,https://www.cbc.ca/news/canada/calgary/calgary-freemasons-hall-closure-1.5411947
36,896047553,19200101,192001,1920,1920.0027,,,,,,,,,,,ALB,ALBANIA,ALB,,,,,,,,0,50,50,5,1,3.5,10,1,10,-2.66412940057088,0,,,,,,,1,Albania,AL,AL,41.0,20.0,AL,1,Albania,AL,AL,41.0,20.0,AL,20200101,https://www.dw.com/en/croatias-eu-presidency-what-will-it-bring-for-europe/a-51847900
37,896047554,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,42,42,4,1,1.9,300,52,300,-5.0974649472859,0,,,,,,,4,"Mallacoota, Victoria, Australia",AS,AS07,-37.559,149.754,-1585419,4,"Mallacoota, Victoria, Australia",AS,AS07,-37.559,149.754,-1585419,20200101,https://www.goldcoastbulletin.com.au/news/national/defence-force-and-navy-called-upon-amid-bushfire-crisis/news-story/ace9e075cb4494f6b120e4117766da1b?nk=f1ff23751281fd1a9e2b3693a243dfd7-1577836059
38,896047555,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,42,42,4,1,1.9,845,83,845,-3.88062622497911,0,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20200101,https://www.goldcoastbulletin.com.au/news/national/defence-force-and-navy-called-upon-amid-bushfire-crisis/news-story/ace9e075cb4494f6b120e4117766da1b?nk=f1ff23751281fd1a9e2b3693a243dfd7-1577836059
39,896047556,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,80,80,8,2,5.0,46,7,46,-5.050284952932871,0,,,,,,,4,"Batemans Bay, New South Wales, Australia",AS,AS02,-35.7066,150.175,-1557840,4,"Batemans Bay, New South Wales, Australia",AS,AS02,-35.7066,150.175,-1557840,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
40,896047557,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,80,80,8,2,5.0,3771,341,3109,-5.3482072543261,0,,,,,,,4,"Mallacoota, Victoria, Australia",AS,AS07,-37.559,149.754,-1585419,4,"Mallacoota, Victoria, Australia",AS,AS07,-37.559,149.754,-1585419,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
41,896047558,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,111,111,11,3,-2.0,58,6,58,-4.848239694611309,0,,,,,,,4,"Cobargo, New South Wales, Australia",AS,AS02,-36.3879,149.886,-1566073,4,"Cobargo, New South Wales, Australia",AS,AS02,-36.3879,149.886,-1566073,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
42,896047559,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,120,120,12,3,-4.0,65,5,65,-4.79341385498479,0,,,,,,,4,"Badja, Western Australia, Australia",AS,AS08,-28.601,116.781,-1556835,4,"Badja, Western Australia, Australia",AS,AS08,-28.601,116.781,-1556835,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
43,896047560,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,120,120,12,3,-4.0,5,3,5,-5.027590435315751,0,,,,,,,4,"Cobargo, New South Wales, Australia",AS,AS02,-36.3879,149.886,-1566073,4,"Batemans Bay, New South Wales, Australia",AS,AS02,-35.7066,150.175,-1557840,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
44,896047561,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,190,190,19,4,-10.0,24,4,24,-4.8595316762335194,0,,,,,,,4,"Nowra, New South Wales, Australia",AS,AS02,-34.8842,150.6,-1592371,4,"Gippsland, Victoria, Australia",AS,AS07,-38.0,147.5,-1575162,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
45,896047562,19200101,192001,1920,1920.0027,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,190,190,19,4,-10.0,78,5,78,-4.79341385498479,0,,,,,,,4,"Central Coast, New South Wales, Australia",AS,AS02,-33.4298,151.371,11430413,4,"Central Coast, New South Wales, Australia",AS,AS02,-33.4298,151.371,11430413,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
46,896047563,19200101,192001,1920,1920.0027,,,,,,,,,,,AUSGOV,AUSTRALIA,AUS,,,,,GOV,,,0,190,190,19,4,-10.0,23,5,9,-4.97114761963684,0,,,,,,,4,"Jingellic, New South Wales, Australia",AS,AS02,-35.9333,147.683,-1580249,4,"Jingellic, New South Wales, Australia",AS,AS02,-35.9333,147.683,-1580249,20200101,https://www.goldcoastbulletin.com.au/news/national/young-dads-lost-holidaymakers-trapped-in-fireravaged-towns/news-story/888af0123c9cfc6ec616c696b42574dd?nk=82587775b1fd7cb42d98a6b57afa9d4f-1577836008
47,896047564,19200101,192001,1920,1920.0027,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,20,20,2,1,3.0,670,46,660,0.608104552612033,0,,,,,,,0,,,,,,,0,,,,,,,20200101,https://www.texasguardian.com/news/263573018/allergy-immunotherapy-market-growth-size-trends-and-forecasts-2019-2025---qandqmarketresearchcom
48,896047565,19200101,192001,1920,1920.0027,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,36,36,3,1,4.0,200,7,200,-1.5522565335944,0,,,,,,,1,Sweden,SW,SW,62.0,15.0,SW,1,Sweden,SW,SW,62.0,15.0,SW,20200101,http://www.bothell-reporter.com/news/swedish-nurse-strike-still-possible-following-dec-30-negotiations/
49,896047566,19200101,192001,1920,1920.0027,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,0,40,40,4,1,1.0,5,1,5,-2.66903914590748,0,,,,,,,4,"Ministry Of Finance, Tobago, Trinidad And Tobago",TD,TD11,11.1817,-60.733000000000004,11442706,4,"Ministry Of Finance, Tobago, Trinidad And Tobago",TD,TD11,11.1817,-60.733000000000004,11442706,20200101,https://trinidadexpress.com/business/local/delays-in-public-procurement/article_a6d43166-2c20-11ea-8659-fb83a006fd9e.html
50,896047567,19200101,192001,1920,1920.0027,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,0,42,42,4,1,1.9,5,1,5,-2.66903914590748,0,,,,,,,4,"Ministry Of Finance, Tobago, Trinidad And Tobago",TD,TD11,11.1817,-60.733000000000004,11442706,4,"Ministry Of Finance, Tobago, Trinidad And Tobago",TD,TD11,11.1817,-60.733000000000004,11442706,20200101,https://trinidadexpress.com/business/local/delays-in-public-procurement/article_a6d43166-2c20-11ea-8659-fb83a006fd9e.html
51,896047568,19200101,192001,1920,1920.0027,,,,,,,,,,,BUS,LANDLORD,,,,,,BUS,,,0,57,57,5,1,8.0,10,1,10,-1.7727639000805802,0,,,,,,,1,Malta,MT,MT,35.916667,14.433333,MT,1,Malta,MT,MT,35.916667,14.433333,MT,20200101,https://timesofmalta.com/articles/view/a-beginners-guide-to-maltas-new-rental-laws.760080
52,896047569,19200101,192001,1920,1920.0027,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,60,60,6,2,6.0,8,1,8,-0.20576131687243,0,,,,,,,4,"Paris, France (general), France",FR,FR00,48.8667,2.33333,-1456928,1,South Korea,KS,KS,37.0,127.5,KS,20200101,https://carbuzz.com/news/buy-a-replica-of-the-greatest-amg-car-ever-made
53,896047570,19200101,192001,1920,1920.0027,,,,,,,,,,,BUS,COMPANIES,,,,,,BUS,,,0,60,60,6,2,6.0,5,1,5,-1.38539042821159,0,,,,,,,3,"Richland County, Ohio, United States",US,USOH,40.7834,-82.5499,1074082,3,"Richland County, Ohio, United States",US,USOH,40.7834,-82.5499,1074082,20200101,https://www.mansfieldnewsjournal.com/story/news/2019/12/31/top-story-2019-tornado-carves-17-mile-path-destruction/2737025001/
