,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
25,909343411,20200223,202002,2020,2020.1452,BEL,BELGIUM,BEL,,,,,,,,USAMED,REUTERS,USA,,,,,MED,,,1,10,10,1,1,0.0,48,11,48,-2.4645735770932795,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,50.8333,4.33333,-1955538,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,50.8333,4.33333,-1955538,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,50.8333,4.33333,-1955538,20200301,https://www.france24.com/en/20200229-slovakia-olano-parlimentary-election-smer-sd-ps-spolu-lsns-party
26,909343412,20200223,202002,2020,2020.1452,BUS,BANK,,,,,,BUS,,,EDU,ECONOMIST,,,,,,EDU,,,1,20,20,2,1,3.0,6,1,6,0.11750881316099002,1,India,IN,IN,20.0,77.0,IN,1,India,IN,IN,20.0,77.0,IN,1,India,IN,IN,20.0,77.0,IN,20200301,https://www.arabnews.com/node/1635041
27,909343413,20200223,202002,2020,2020.1452,BUS,BANK,,,,,,BUS,,,EDU,ECONOMIST,,,,,,EDU,,,1,20,20,2,1,3.0,4,1,4,0.11750881316099002,1,United Kingdom,UK,UK,54.0,-4.0,UK,1,United Kingdom,UK,UK,54.0,-4.0,UK,1,United Kingdom,UK,UK,54.0,-4.0,UK,20200301,https://www.arabnews.com/node/1635041
28,909343414,20200223,202002,2020,2020.1452,BUS,COMPANIES,,,,,,BUS,,,USA,UNITED STATES,USA,,,,,,,,1,46,46,4,1,7.0,4,2,4,-4.89208633093525,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20200301,https://www.naplesnews.com/story/news/politics/2020/02/29/trump-coronavirus-press-conference-covid-19-updates/4913935002/
29,909343415,20200223,202002,2020,2020.1452,BUS,COMPANIES,,,,,,BUS,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,1,46,46,4,1,7.0,2,2,2,-4.89208633093525,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20200301,https://www.naplesnews.com/story/news/politics/2020/02/29/trump-coronavirus-press-conference-covid-19-updates/4913935002/
30,909343416,20200223,202002,2020,2020.1452,CVL,NEIGHBORHOOD,,,,,,CVL,,,USA,LOS ANGELES,USA,,,,,,,,1,43,43,4,1,2.8,108,1,108,-3.0144944436005097,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
31,909343417,20200223,202002,2020,2020.1452,CVL,NEIGHBORHOOD,,,,,,CVL,,,USA,LOS ANGELES,USA,,,,,,,,1,43,43,4,1,2.8,54,1,54,-3.0144944436005097,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
32,909343418,20200223,202002,2020,2020.1452,CVL,NEIGHBORHOOD,,,,,,CVL,,,USA,LOS ANGELES,USA,,,,,,,,1,43,43,4,1,2.8,81,1,81,-3.0144944436005097,3,"Los Angeles County, California, United States",US,USCA,34.3667,-118.20100000000001,277283,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
33,909343419,20200223,202002,2020,2020.1452,CVL,NEIGHBORHOOD,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,1,43,43,4,1,2.8,27,1,27,-3.0144944436005097,3,"Los Angeles County, California, United States",US,USCA,34.3667,-118.20100000000001,277283,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
34,909343420,20200223,202002,2020,2020.1452,GOV,KING,,,,,,GOV,,,,,,,,,,,,,1,30,30,3,1,4.0,2,1,2,3.89429763560501,2,"Montana, United States",US,USMT,46.9048,-110.32600000000001,MT,0,,,,,,,2,"Montana, United States",US,USMT,46.9048,-110.32600000000001,MT,20200301,http://www.harnesslink.com/International/King-swings-into-favouritism
35,909343421,20200223,202002,2020,2020.1452,GOV,KING,,,,,,GOV,,,AUS,AUSTRALIA,AUS,,,,,,,,1,30,30,3,1,4.0,4,1,4,3.89429763560501,2,"Montana, United States",US,USMT,46.9048,-110.32600000000001,MT,2,"Montana, United States",US,USMT,46.9048,-110.32600000000001,MT,2,"Montana, United States",US,USMT,46.9048,-110.32600000000001,MT,20200301,http://www.harnesslink.com/International/King-swings-into-favouritism
36,909343422,20200223,202002,2020,2020.1452,RUS,RUSSIA,RUS,,,,,,,,,,,,,,,,,,1,36,36,3,1,4.0,150,14,150,-4.38599474930813,2,"Texas, United States",US,USTX,31.105999999999998,-97.6475,TX,0,,,,,,,2,"Texas, United States",US,USTX,31.105999999999998,-97.6475,TX,20200301,https://www.newmilfordspectrum.com/business/article/Oil-prices-fall-as-coronavirus-spreads-outside-15094692.php
37,909343423,20200223,202002,2020,2020.1452,USA,LOS ANGELES,USA,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,42,42,4,1,1.9,108,1,108,-3.0144944436005097,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
38,909343424,20200223,202002,2020,2020.1452,USA,LOS ANGELES,USA,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,42,42,4,1,1.9,81,1,81,-3.0144944436005097,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"Los Angeles County, California, United States",US,USCA,34.3667,-118.20100000000001,277283,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
39,909343425,20200223,202002,2020,2020.1452,USA,LOS ANGELES,USA,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,42,42,4,1,1.9,54,1,54,-3.0144944436005097,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
40,909343426,20200223,202002,2020,2020.1452,USA,UNITED STATES,USA,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,42,42,4,1,1.9,27,1,27,-3.0144944436005097,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,3,"Los Angeles County, California, United States",US,USCA,34.3667,-118.20100000000001,277283,3,"Koreatown, California, United States",US,USCA,34.0578,-118.301,1732794,20200301,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146086
41,909343427,20200223,202002,2020,2020.1452,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,BUS,COMPANIES,,,,,,BUS,,,1,46,46,4,1,7.0,2,2,2,-4.89208633093525,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20200301,https://www.naplesnews.com/story/news/politics/2020/02/29/trump-coronavirus-press-conference-covid-19-updates/4913935002/
42,909343428,20200229,202002,2020,2020.1616,SAUGOV,ABDULLAH,SAU,,,,,GOV,,,,,,,,,,,,,1,10,10,1,1,0.0,3,1,3,3.0465949820788505,4,"Johor, Johor, Malaysia",MY,MY01,1.4655,103.758,-2405456,0,,,,,,,4,"Johor, Johor, Malaysia",MY,MY01,1.4655,103.758,-2405456,20200301,https://www.thestar.com.my/news/nation/2020/03/01/well-wishes-pour-in
43,909343429,20200229,202002,2020,2020.1616,SAUGOV,ABDULLAH,SAU,,,,,GOV,,,MYS,MALAYSIA,MYS,,,,,,,,1,10,10,1,1,0.0,1,1,1,3.0465949820788505,4,"Pagoh, Johor, Malaysia",MY,MY01,2.1495,102.77,-2405348,4,"Pagoh, Johor, Malaysia",MY,MY01,2.1495,102.77,-2405348,4,"Pagoh, Johor, Malaysia",MY,MY01,2.1495,102.77,-2405348,20200301,https://www.thestar.com.my/news/nation/2020/03/01/well-wishes-pour-in
44,909343430,20200301,202003,2020,2020.1671,,,,,,,,,,,AFG,AFGHANISTAN,AFG,,,,,,,,1,874,87,8,2,10.0,168,19,168,-0.0634608208038943,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200301,https://www.chinadaily.com.cn/a/202002/29/WS5e5a7d08a31012821727b4a5.html
45,909343431,20200301,202003,2020,2020.1671,,,,,,,,,,,AFG,AFGHANISTAN,AFG,,,,,,,,1,874,87,8,2,10.0,24,1,24,2.34886018114321,0,,,,,,,2,"North Carolina, United States",US,USNC,35.6411,-79.8431,NC,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200301,https://www.chinadaily.com.cn/a/202002/29/WS5e5a7d08a31012821727b4a5.html
46,909343432,20200301,202003,2020,2020.1671,,,,,,,,,,,AFG,AFGHAN,AFG,,,,,,,,0,100,100,10,3,-5.0,372,46,372,-2.73499016204962,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200301,https://www.gloucestertimes.com/news/national_world_news/us-and-taliban-sign-deal-aimed-at-ending-war-in/article_3846cf23-d191-5804-aa7b-61c909bf12fc.html
47,909343433,20200301,202003,2020,2020.1671,,,,,,,,,,,AFG,AFGHAN,AFG,,,,,,,,0,100,100,10,3,-5.0,84,38,84,-2.7047795304001006,0,,,,,,,4,"Doha, Ad Daw?ah, Qatar",QA,QA01,25.2867,51.5333,-785169,4,"Doha, Ad Daw?ah, Qatar",QA,QA01,25.2867,51.5333,-785169,20200301,https://www.gloucestertimes.com/news/national_world_news/us-and-taliban-sign-deal-aimed-at-ending-war-in/article_3846cf23-d191-5804-aa7b-61c909bf12fc.html
48,909343434,20200301,202003,2020,2020.1671,,,,,,,,,,,AFG,AFGHANISTAN,AFG,,,,,,,,0,1123,112,11,3,-2.0,8,2,8,-1.03579201300574,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200301,https://www.nhpr.org/post/us-signs-peace-deal-taliban-after-nearly-2-decades-war-afghanistan
49,909343435,20200301,202003,2020,2020.1671,,,,,,,,,,,AFG,AFGHAN,AFG,,,,,,,,0,1246,124,12,3,-4.0,80,36,80,-2.74805100418815,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,2,"Pennsylvania, United States",US,USPA,40.5773,-77.264,PA,20200301,https://www.gloucestertimes.com/news/national_world_news/us-and-taliban-sign-deal-aimed-at-ending-war-in/article_3846cf23-d191-5804-aa7b-61c909bf12fc.html
50,909343436,20200301,202003,2020,2020.1671,,,,,,,,,,,AFG,AFGHAN,AFG,,,,,,,,0,138,138,13,3,-7.0,124,58,124,-2.80058091372642,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,3,"The White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20200301,https://www.somersetcountygazette.co.uk/news/national/18272209.us-taliban-sign-deal-aimed-ending-war-afghanistan/
51,909343437,20200301,202003,2020,2020.1671,,,,,,,,,,,AFGINSTAL,TALIBAN,AFG,TAL,,,,INS,,,1,36,36,3,1,4.0,10,1,10,-1.05540897097625,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20200301,https://www.afghanistannews.net/news/264176128/will-meet-taliban-leaders-in-not-too-distant-future-trump
52,909343438,20200301,202003,2020,2020.1671,,,,,,,,,,,AFGINSTAL,TALIBAN,AFG,TAL,,,,INS,,,0,40,40,4,1,1.0,3,1,3,-0.98067493510239,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200301,https://www.nhpr.org/post/us-signs-peace-deal-taliban-after-nearly-2-decades-war-afghanistan
53,909343439,20200301,202003,2020,2020.1671,,,,,,,,,,,AFGINSTAL,TALIBAN,AFG,TAL,,,,INS,,,0,40,40,4,1,1.0,10,1,10,-1.05540897097625,0,,,,,,,1,Afghanistan,AF,AF,33.0,66.0,AF,1,Afghanistan,AF,AF,33.0,66.0,AF,20200301,https://www.afghanistannews.net/news/264176128/will-meet-taliban-leaders-in-not-too-distant-future-trump
54,909343440,20200301,202003,2020,2020.1671,,,,,,,,,,,AFGINSTAL,TALIBAN,AFG,TAL,,,,INS,,,1,130,130,13,3,-4.4,250,25,250,-2.81681243709104,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200301,https://www.somersetcountygazette.co.uk/news/national/18272209.us-taliban-sign-deal-aimed-ending-war-afghanistan/
55,909343441,20200301,202003,2020,2020.1671,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,173,173,17,4,-5.0,16,2,16,-15.133528767476301,0,,,,,,,4,"Two Wells, South Australia, Australia",AS,AS05,-34.5933,138.514,-1606281,4,"Two Wells, South Australia, Australia",AS,AS05,-34.5933,138.514,-1606281,20200301,https://www.msn.com/en-au/news/australia/two-men-charged-with-kidnapping-assault-and-robbery-of-elderly-man-in-murray-bridge/ar-BB10zv9V
56,909343442,20200301,202003,2020,2020.1671,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,190,190,19,4,-10.0,8,2,8,-15.133528767476301,0,,,,,,,4,"Two Wells, South Australia, Australia",AS,AS05,-34.5933,138.514,-1606281,4,"Adelaide, South Australia, Australia",AS,AS05,-34.9333,138.6,-1555188,20200301,https://www.msn.com/en-au/news/australia/two-men-charged-with-kidnapping-assault-and-robbery-of-elderly-man-in-murray-bridge/ar-BB10zv9V
