,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
2011,909345397,20200301,202003,2020,2020.1671,USA,OREGON,USA,,,,,,,,CVL,TRAVELER,,,,,,CVL,,,1,46,46,4,1,7.0,24,6,24,-3.52069644822447,3,"King County, Washington, United States",US,USWA,47.4665,-121.818,1531933,1,South Korea,KS,KS,37.0,127.5,KS,1,South Korea,KS,KS,37.0,127.5,KS,20200301,https://www.fox5vegas.com/news/us_world_news/dead-from-coronavirus-related-disease-first-person-to-die-from/article_8dc67ebd-4c4b-5496-857f-860494bff778.html
2012,909345398,20200301,202003,2020,2020.1671,USA,OREGON,USA,,,,,,,,CVL,TRAVELER,,,,,,CVL,,,1,46,46,4,1,7.0,6,2,6,-3.56397982852576,3,"Olympia, Washington, United States",US,USWA,47.0379,-122.90100000000001,1533353,2,"Oregon, United States",US,USOR,44.5672,-122.12700000000001,OR,2,"Oregon, United States",US,USOR,44.5672,-122.12700000000001,OR,20200301,https://www.truthdig.com/articles/virus-claims-first-fatality-in-u-s-washington-state-declares-emergency/
2013,909345399,20200301,202003,2020,2020.1671,USA,OREGON,USA,,,,,,,,CVL,TRAVELER,,,,,,CVL,,,1,46,46,4,1,7.0,2,2,2,-3.56397982852576,1,South Korea,KS,KS,37.0,127.5,KS,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,20200301,https://www.truthdig.com/articles/virus-claims-first-fatality-in-u-s-washington-state-declares-emergency/
2014,909345400,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,CVL,VILLAGE,,,,,,CVL,,,1,46,46,4,1,7.0,2,1,2,-2.9288702928870296,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,20200301,https://www.gloucestertimes.com/news/local_news/candidate-claims-trump-hat-got-him-tossed-from-store/article_acbefe6d-cd13-54b1-b741-3a872ff62c4d.html
2015,909345401,20200301,202003,2020,2020.1671,USA,OREGON,USA,,,,,,,,CVL,TRAVELER,,,,,,CVL,,,1,46,46,4,1,7.0,364,71,359,-3.58995824332911,2,"Oregon, United States",US,USOR,44.5672,-122.12700000000001,OR,2,"Oregon, United States",US,USOR,44.5672,-122.12700000000001,OR,2,"Oregon, United States",US,USOR,44.5672,-122.12700000000001,OR,20200301,https://www.expressnews.com/news/medical/article/New-coronavirus-cases-of-unknown-origin-found-on-15094451.php
2016,909345402,20200301,202003,2020,2020.1671,USA,OREGON,USA,,,,,,,,CVL,TRAVELER,,,,,,CVL,,,1,46,46,4,1,7.0,4,4,4,-3.56791869424594,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,1,South Korea,KS,KS,37.0,127.5,KS,3,"King County, Washington, United States",US,USWA,47.4665,-121.818,1531933,20200301,https://www.fox5vegas.com/news/us_world_news/dead-from-coronavirus-related-disease-first-person-to-die-from/article_8dc67ebd-4c4b-5496-857f-860494bff778.html
2017,909345403,20200301,202003,2020,2020.1671,USA,OREGON,USA,,,,,,,,CVL,TRAVELER,,,,,,CVL,,,1,46,46,4,1,7.0,108,71,106,-3.58995824332911,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Oregon, United States",US,USOR,44.5672,-122.12700000000001,OR,2,"Oregon, United States",US,USOR,44.5672,-122.12700000000001,OR,20200301,https://www.truthdig.com/articles/virus-claims-first-fatality-in-u-s-washington-state-declares-emergency/
2018,909345404,20200301,202003,2020,2020.1671,USA,DETROIT,USA,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,51,51,5,1,3.4,50,5,40,8.296206533263769,0,,,,,,,0,,,,,,,0,,,,,,,20200301,https://www.detroitnews.com/story/entertainment/music/2020/02/29/detroit-symphony-black-bottom-paradise-valley/111385726/
2019,909345405,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,CVL,VOTER,,,,,,CVL,,,1,110,110,11,3,-2.0,1,1,1,2.8846153846153904,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,20200301,https://www.axios.com/south-carolina-exit-polls-climate-change-376b00b8-cfea-404f-929a-0a42a0019bd1.html
2020,909345406,20200301,202003,2020,2020.1671,USA,SOUTH CAROLINA,USA,,,,,,,,CVL,VOTER,,,,,,CVL,,,1,110,110,11,3,-2.0,1584,132,1584,0.464349280679048,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,20200301,https://www.axios.com/south-carolina-exit-polls-climate-change-376b00b8-cfea-404f-929a-0a42a0019bd1.html
2021,909345407,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,CVL,NON NATIVE,,,,,,CVL,,,0,112,112,11,3,-2.0,2,1,2,-8.55745721271394,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20200301,https://www.washingtontimes.com/news/2020/feb/29/melee-breaks-out-in-cayuga-indian-nation-leadershi/
2022,909345408,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,CVL,NON NATIVE,,,,,,CVL,,,0,112,112,11,3,-2.0,22,4,22,-8.82958243292754,3,"Cayuga, New York, United States",US,USNY,42.919,-76.7263,946081,3,"Cayuga, New York, United States",US,USNY,42.919,-76.7263,946081,3,"Cayuga, New York, United States",US,USNY,42.919,-76.7263,946081,20200301,https://www.washingtontimes.com/news/2020/feb/29/melee-breaks-out-in-cayuga-indian-nation-leadershi/
2023,909345409,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,130,130,13,3,-4.4,10,1,10,-3.2107023411371203,3,"Farmington, New Mexico, United States",US,USNM,36.7281,-108.219,902246,3,"Farmington, New Mexico, United States",US,USNM,36.7281,-108.219,902246,3,"Farmington, New Mexico, United States",US,USNM,36.7281,-108.219,902246,20200301,https://www.scsun-news.com/story/news/local/2020/02/29/new-mexico-coronavirus-updates-us-death-symptoms-cdc/4914856002/
2024,909345410,20200301,202003,2020,2020.1671,USA,ALASKA,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,10,10,1,1,0.0,23,3,23,1.15791961715672,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20200301,https://www.ktuu.com/content/news/8-school-districts-in-Alaska-to-receive-clean-burning-buses-568349971.html
2025,909345411,20200301,202003,2020,2020.1671,USA,MIAMI,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,20,20,2,1,3.0,5,1,5,0.51282051282051,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,20200301,https://www.msn.com/en-us/news/us/miami-urging-study-abroad-students-to-return-to-us/ar-BB10zo4E
2026,909345412,20200301,202003,2020,2020.1671,USA,WASHINGTON,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,42,42,4,1,1.9,76,36,76,-3.3495759638233102,3,"Lake Oswego, Oregon, United States",US,USOR,45.4207,-122.671,1166669,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,20200301,https://www.godanriver.com/news/national/person-in-washington-state-first-in-us-to-die-from/article_ad3872bc-259d-5e9b-b1c4-ab1a6050bb62.html
2027,909345413,20200301,202003,2020,2020.1671,USA,WASHINGTON,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,42,42,4,1,1.9,190,89,190,-3.36334949618685,3,"Solano County, California, United States",US,USCA,38.2332,-121.95100000000001,277312,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,20200301,https://www.newmilfordspectrum.com/news/medical/article/New-coronavirus-cases-of-unknown-origin-found-on-15094451.php
2028,909345414,20200301,202003,2020,2020.1671,USA,WASHINGTON,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,42,42,4,1,1.9,1466,152,1466,-3.25426455823152,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,20200301,https://www.godanriver.com/news/national/person-in-washington-state-first-in-us-to-die-from/article_ad3872bc-259d-5e9b-b1c4-ab1a6050bb62.html
2029,909345415,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,43,43,4,1,2.8,10,1,10,-3.44827586206897,3,"Seattle, Washington, United States",US,USWA,47.6062,-122.33200000000001,1512650,4,"Rome, Lazio, Italy",IT,IT07,41.9,12.4833,-126693,3,"Seattle, Washington, United States",US,USWA,47.6062,-122.33200000000001,1512650,20200301,https://www.newarkpostonline.com/news/ud-ends-study-abroad-trip-in-italy-due-to-coronavirus/article_dc201050-6353-58da-88bd-999adacb3b85.html
2030,909345416,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,51,51,5,1,3.4,4,1,4,7.17948717948718,2,"Kansas, United States",US,USKS,38.5111,-96.8005,KS,2,"Kansas, United States",US,USKS,38.5111,-96.8005,KS,2,"Kansas, United States",US,USKS,38.5111,-96.8005,KS,20200301,https://www.salina.com/news/20200229/holm-auto-good-news-students-volunteer-to-build-literacy
2031,909345417,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,874,87,8,2,10.0,8,8,8,-2.65771812080537,3,"Londonderry, New Hampshire, United States",US,USNH,42.8651,-71.374,868123,3,"Londonderry, New Hampshire, United States",US,USNH,42.8651,-71.374,868123,3,"Londonderry, New Hampshire, United States",US,USNH,42.8651,-71.374,868123,20200301,https://www.godanriver.com/news/trending/the-beautiful-art-of-hassling-politicians-while-wearing-animal-costumes/article_534d566f-0815-55dd-ba2f-8fe5cf4c8eae.html
2032,909345418,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,EDUEDU,UNIVERSITY,,,,,,EDU,EDU,,1,10,10,1,1,0.0,144,30,144,-3.19230755648726,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20200301,https://www.cnn.com/2020/02/29/health/face-masks-coronavirus-surgeon-general-trnd/
2033,909345419,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,ELI,ACTOR,,,,,,ELI,,,1,120,120,12,3,-4.0,2,1,2,-1.70731707317074,3,"Hollywood, California, United States",US,USCA,34.0983,-118.32700000000001,1660757,3,"Hollywood, California, United States",US,USCA,34.0983,-118.32700000000001,1660757,3,"Hollywood, California, United States",US,USCA,34.0983,-118.32700000000001,1660757,20200301,http://www.asianage.com/entertainment/bollywood/010320/when-shah-rukh-khan-played-a-baddie.html
2034,909345420,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,ELI,ACTOR,,,,,,ELI,,,1,190,190,19,4,-10.0,4,1,4,-1.70731707317074,3,"Hollywood, California, United States",US,USCA,34.0983,-118.32700000000001,1660757,3,"Hollywood, California, United States",US,USCA,34.0983,-118.32700000000001,1660757,3,"Hollywood, California, United States",US,USCA,34.0983,-118.32700000000001,1660757,20200301,http://www.asianage.com/entertainment/bollywood/010320/when-shah-rukh-khan-played-a-baddie.html
2035,909345421,20200301,202003,2020,2020.1671,USA,DELAWARE,USA,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-9.44444444444449,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,52.2,0.116667,-2591658,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,52.2,0.116667,-2591658,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,52.2,0.116667,-2591658,20200301,http://www.wboc.com/story/41835702/second-suspect-arrested-in-homicide-investigation-in-dover
2036,909345422,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-9.44444444444449,3,"Sussex Correctional Institution, Delaware, United States",US,USDE,38.6604,-75.3724,217349,3,"Sussex Correctional Institution, Delaware, United States",US,USDE,38.6604,-75.3724,217349,3,"Sussex Correctional Institution, Delaware, United States",US,USDE,38.6604,-75.3724,217349,20200301,http://www.wboc.com/story/41835702/second-suspect-arrested-in-homicide-investigation-in-dover
2037,909345423,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,193,193,19,4,-10.0,4,1,4,-9.44444444444449,3,"Dover, Delaware, United States",US,USDE,39.1582,-75.5244,217882,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,52.2,0.116667,-2591658,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,52.2,0.116667,-2591658,20200301,http://www.wboc.com/story/41835702/second-suspect-arrested-in-homicide-investigation-in-dover
2038,909345424,20200301,202003,2020,2020.1671,USA,AMERICAN,USA,,,,,,,,GBRGOV,BIRMINGHAM,GBR,,,,,GOV,,,1,10,10,1,1,0.0,2,1,2,1.4428412874583798,4,"Perth, Western Australia, Australia",AS,AS08,-31.9333,115.833,-1594675,4,"Perth, Western Australia, Australia",AS,AS08,-31.9333,115.833,-1594675,4,"Perth, Western Australia, Australia",AS,AS08,-31.9333,115.833,-1594675,20200301,https://www.bangkokpost.com/opinion/opinion/1868864/the-girl-from-the-black-country
2039,909345425,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,KING,,,,,,GOV,,,0,10,10,1,1,0.0,2,2,2,-4.89208633093525,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,3,"King County, Washington, United States",US,USWA,47.4665,-121.818,1531933,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,20200301,https://www.naplesnews.com/story/news/politics/2020/02/29/trump-coronavirus-press-conference-covid-19-updates/4913935002/
2040,909345426,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,KING,,,,,,GOV,,,0,10,10,1,1,0.0,2,2,2,-4.89208633093525,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,20200301,https://www.naplesnews.com/story/news/politics/2020/02/29/trump-coronavirus-press-conference-covid-19-updates/4913935002/
2041,909345427,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,0,20,20,2,1,3.0,4,1,4,-0.9633911368015401,3,"Lebanon County, Pennsylvania, United States",US,USPA,40.5004,-76.625,1214034,3,"Lebanon County, Pennsylvania, United States",US,USPA,40.5004,-76.625,1214034,3,"Lebanon County, Pennsylvania, United States",US,USPA,40.5004,-76.625,1214034,20200301,https://www.monstersandcritics.com/tv/true-crime/disappearance-of-kortne-stouffer-is-examined/
2042,909345428,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,0,20,20,2,1,3.0,904,112,904,-1.07652429280941,2,"Tennessee, United States",US,USTN,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,35.7449,-86.7489,TN,20200301,https://www.monstersandcritics.com/tv/true-crime/disappearance-of-kortne-stouffer-is-examined/
2043,909345429,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,36,36,3,1,4.0,16,8,16,0.7179317674402241,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,20200301,https://www.wyff4.com/article/hour-by-hour-updates-on-sc-democratic-presidential-primary/31170765
2044,909345430,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,43,43,4,1,2.8,6,1,6,-7.66423357664234,3,"Fredericksburg, Texas, United States",US,USTX,30.2752,-98.87200000000001,1336174,3,"Fredericksburg, Texas, United States",US,USTX,30.2752,-98.87200000000001,1336174,3,"Fredericksburg, Texas, United States",US,USTX,30.2752,-98.87200000000001,1336174,20200301,https://www.expressnews.com/news/local/article/Two-buildings-destroyed-and-residents-displaced-15095560.php
2045,909345431,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,43,43,4,1,2.8,4,1,4,-4.99405469678953,3,"King County, Washington, United States",US,USWA,47.4665,-121.818,1531933,1,South Korea,KS,KS,37.0,127.5,KS,3,"King County, Washington, United States",US,USWA,47.4665,-121.818,1531933,20200301,https://in.news.yahoo.com/trump-seeks-to-quell-fear-as-first-us-coronavirus-death-is-reported-201430660.html
2046,909345432,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,43,43,4,1,2.8,2,1,2,-4.99405469678953,3,"King County, Washington, United States",US,USWA,47.4665,-121.818,1531933,1,South Korea,KS,KS,37.0,127.5,KS,1,South Korea,KS,KS,37.0,127.5,KS,20200301,https://in.news.yahoo.com/trump-seeks-to-quell-fear-as-first-us-coronavirus-death-is-reported-201430660.html
2047,909345433,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,43,43,4,1,2.8,6,2,6,-2.7485994397759104,3,"National Harbor, Maryland, United States",US,USMD,38.7826,-77.0151,2426650,3,"National Harbor, Maryland, United States",US,USMD,38.7826,-77.0151,2426650,3,"National Harbor, Maryland, United States",US,USMD,38.7826,-77.0151,2426650,20200301,https://www.christianpost.com/news/taliban-deal-judicial-confirmations-lampooning-democrats-8-takeaways-from-trumps-cpac-speech.html
2048,909345434,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,43,43,4,1,2.8,14,2,14,-2.7485994397759104,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,20200301,https://www.christianpost.com/news/taliban-deal-judicial-confirmations-lampooning-democrats-8-takeaways-from-trumps-cpac-speech.html
2049,909345435,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,43,43,4,1,2.8,2,1,2,-4.99405469678953,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,1,South Korea,KS,KS,37.0,127.5,KS,1,South Korea,KS,KS,37.0,127.5,KS,20200301,https://in.news.yahoo.com/trump-seeks-to-quell-fear-as-first-us-coronavirus-death-is-reported-201430660.html
2050,909345436,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,43,43,4,1,2.8,2,1,2,-4.99405469678953,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,1,South Korea,KS,KS,37.0,127.5,KS,2,"Washington, United States",US,USWA,47.3917,-121.571,WA,20200301,https://in.news.yahoo.com/trump-seeks-to-quell-fear-as-first-us-coronavirus-death-is-reported-201430660.html
2051,909345437,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,51,51,5,1,3.4,2,1,2,-2.9288702928870296,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,20200301,https://www.gloucestertimes.com/news/local_news/candidate-claims-trump-hat-got-him-tossed-from-store/article_acbefe6d-cd13-54b1-b741-3a872ff62c4d.html
2052,909345438,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,90,90,9,2,-2.0,10,3,10,-2.03916397908624,2,"California, United States",US,USCA,36.17,-119.74600000000001,CA,2,"California, United States",US,USCA,36.17,-119.74600000000001,CA,2,"California, United States",US,USCA,36.17,-119.74600000000001,CA,20200301,https://www.washingtonpost.com/technology/2020/02/29/gig-workers-face-spread-new-coronavirus-with-no-safety-net/
2053,909345439,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,110,110,11,3,-2.0,4,2,4,1.09289617486339,3,"Palmetto, South Carolina, United States",US,USSC,34.2521,-79.8273,1227957,3,"Palmetto, South Carolina, United States",US,USSC,34.2521,-79.8273,1227957,3,"Palmetto, South Carolina, United States",US,USSC,34.2521,-79.8273,1227957,20200301,https://www.northwestmoinfo.com/syndicated-article/?id=1134478
2054,909345440,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,MAYOR,,,,,,GOV,,,1,110,110,11,3,-2.0,2,1,2,0.78125,3,"Palmetto, South Carolina, United States",US,USSC,34.2521,-79.8273,1227957,2,"Iowa, United States",US,USIA,42.0046,-93.214,IA,3,"Palmetto, South Carolina, United States",US,USSC,34.2521,-79.8273,1227957,20200301,https://www.msn.com/en-us/news/politics/polls-to-close-in-south-carolina-primary-as-biden-seeks-crucial-first-win/ar-BB10zxhW
2055,909345441,20200301,202003,2020,2020.1671,USA,PALMETTO STATE,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,110,110,11,3,-2.0,12,2,12,1.09289617486339,3,"Palmetto, South Carolina, United States",US,USSC,34.2521,-79.8273,1227957,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,3,"Palmetto, South Carolina, United States",US,USSC,34.2521,-79.8273,1227957,20200301,https://www.northwestmoinfo.com/syndicated-article/?id=1134478
2056,909345442,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,MAYOR,,,,,,GOV,,,1,110,110,11,3,-2.0,2,1,2,1.6783216783216799,3,"Spartanburg, South Carolina, United States",US,USSC,34.9496,-81.932,1250982,3,"Spartanburg, South Carolina, United States",US,USSC,34.9496,-81.932,1250982,3,"Spartanburg, South Carolina, United States",US,USSC,34.9496,-81.932,1250982,20200301,https://www.foxnews.com/politics/south-carolina-primary-polls
2057,909345443,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,MAYOR,,,,,,GOV,,,0,110,110,11,3,-2.0,4,4,4,1.75149623758832,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"Indiana, United States",US,USIN,39.8647,-86.2604,IN,2,"Iowa, United States",US,USIA,42.0046,-93.214,IA,20200301,https://nationalpost.com/pmn/news-pmn/politics-news-pmn/good-early-signs-for-biden-in-exit-polls-as-he-seeks-a-decisive-south-carolina-victory-2
2058,909345444,20200301,202003,2020,2020.1671,USA,OHIO,USA,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,120,120,12,3,-4.0,4,1,4,-0.513149665909615,4,"Lima, Lima, Peru",PE,PE15,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,-12.05,-77.05,-352647,20200301,https://www.limaohio.com/news/399981/3-dems-compete-to-take-on-jordan-in-4th-race
2059,909345445,20200301,202003,2020,2020.1671,USA,OHIO,USA,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,120,120,12,3,-4.0,16,1,16,-0.513149665909615,2,"Ohio, United States",US,USOH,40.3736,-82.7755,OH,2,"Ohio, United States",US,USOH,40.3736,-82.7755,OH,2,"Ohio, United States",US,USOH,40.3736,-82.7755,OH,20200301,https://www.limaohio.com/news/399981/3-dems-compete-to-take-on-jordan-in-4th-race
2060,909345446,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,GOVERNOR,,,,,,GOV,,,1,173,173,17,4,-5.0,1,1,1,-9.44444444444449,3,"Dover, Delaware, United States",US,USDE,39.1582,-75.5244,217882,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,52.2,0.116667,-2591658,3,"Dover, Delaware, United States",US,USDE,39.1582,-75.5244,217882,20200301,http://www.wboc.com/story/41835702/second-suspect-arrested-in-homicide-investigation-in-dover
2061,909345447,20200301,202003,2020,2020.1671,USA,UNITED STATES,USA,,,,,,,,GOV,GOVERNOR,,,,,,GOV,,,1,173,173,17,4,-5.0,3,1,3,-9.44444444444449,3,"Dover, Delaware, United States",US,USDE,39.1582,-75.5244,217882,3,"Dover, Delaware, United States",US,USDE,39.1582,-75.5244,217882,3,"Dover, Delaware, United States",US,USDE,39.1582,-75.5244,217882,20200301,http://www.wboc.com/story/41835702/second-suspect-arrested-in-homicide-investigation-in-dover
2062,909345448,20200301,202003,2020,2020.1671,USA,INDIANA,USA,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,173,173,17,4,-5.0,20,1,20,1.17878192534381,2,"Indiana, United States",US,USIN,39.8647,-86.2604,IN,2,"Indiana, United States",US,USIN,39.8647,-86.2604,IN,2,"Indiana, United States",US,USIN,39.8647,-86.2604,IN,20200301,https://www.ign.com/articles/indiana-jones-ark-covenant-prop-antiques-roadshow-value
2063,909345449,20200301,202003,2020,2020.1671,USA,MINNEAPOLIS,USA,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,190,190,19,4,-10.0,90,8,90,-3.95437827950369,0,,,,,,,0,,,,,,,0,,,,,,,20200301,https://knoxradio.com/news/local/fire-homicide
2064,909345450,20200301,202003,2020,2020.1671,USA,VIRGINIA,USA,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,190,190,19,4,-10.0,30,5,30,-12.990523429767599,3,"Scottsville, Virginia, United States",US,USVA,37.7988,-78.4956,1500041,3,"Scottsville, Virginia, United States",US,USVA,37.7988,-78.4956,1500041,3,"Scottsville, Virginia, United States",US,USVA,37.7988,-78.4956,1500041,20200301,https://www.washingtontimes.com/news/2020/feb/29/virginia-woman-charged-with-killing-teen-daughter/
2065,909345451,20200301,202003,2020,2020.1671,USA,VIRGINIA,USA,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,190,190,19,4,-10.0,6,1,6,-12.2950819672132,3,"Scottsville, Virginia, United States",US,USVA,37.7988,-78.4956,1500041,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Scottsville, Virginia, United States",US,USVA,37.7988,-78.4956,1500041,20200301,https://www.washingtontimes.com/news/2020/feb/29/virginia-woman-charged-with-killing-teen-daughter/
